,phase,letter,model_group,datastream_scheme,location_scheme,ds_combo,l_combo,input_days,output_days,loss,mse,binary_accuracy,precision,recall,true_positives,true_negatives,false_positives,false_negatives,dataset_size,training_time,experiment_name,dataset_name,epochs,inputs,outputs,f1
0,27,T,0,0,0,0,0,300,10,0.16011470556259155,0.16011472046375275,0.811904788017273,0.811904788017273,1.0,12276.0,0.0,2844.0,0.0,7558,30.21068596839905,27_T_8,27_T_0_0_0_0_0_300_10,21,14,1,0.8961892406120547
1,27,T,0,0,0,0,0,300,10,0.15344439446926114,0.15344437956809998,0.811904788017273,0.811904788017273,1.0,12276.0,0.0,2844.0,0.0,7558,19.727622747421265,27_T_32,27_T_0_0_0_0_0_300_10,11,14,1,0.8961892406120547
2,27,T,0,0,0,0,0,300,10,0.15367256104946134,0.15367259085178375,0.811904788017273,0.811904788017273,1.0,12276.0,0.0,2844.0,0.0,7558,35.59231424331665,27_T_64,27_T_0_0_0_0_0_300_10,13,14,1,0.8961892406120547
