,phase,letter,model_group,datastream_scheme,location_scheme,ds_combo,l_combo,input_days,output_days,loss,mse,binary_accuracy,precision,recall,true_positives,true_negatives,false_positives,false_negatives,dataset_size,training_time,experiment_name,dataset_name,epochs,inputs,outputs,f1
0,27,AD,0,0,0,0,0,300,10,0.15281285345554352,0.1528128683567047,0.811904788017273,0.811904788017273,1.0,12276.0,0.0,2844.0,0.0,7558,27.352745294570926,27_AD_8,27_AD_0_0_0_0_0_300_10,19,13,1,0.8961892406120547
1,27,AD,0,0,0,0,0,300,10,0.15356193482875824,0.15356191992759705,0.811904788017273,0.811904788017273,1.0,12276.0,0.0,2844.0,0.0,7558,19.80117154121399,27_AD_32,27_AD_0_0_0_0_0_300_10,11,13,1,0.8961892406120547
2,27,AD,0,0,0,0,0,300,10,0.14934144914150238,0.14934141933918,0.811904788017273,0.811904788017273,1.0,12276.0,0.0,2844.0,0.0,7558,46.0292911529541,27_AD_64,27_AD_0_0_0_0_0_300_10,17,13,1,0.8961892406120547
